C,0,7,7,10,10,10,10,10,37,0,10,10,10,0,0,10,0,0,0,55,0,10,74,10,79,79,10,11,0,10,2,11,0,0,10,10,79,10,10,10,10,8,3,10,6,255,60,0,0,0,10,15,79,10,10,10,79,79,10,10,62,79,118,16,10,0,8,10,10,57,128,255,99,79,79,23,5,1,60,10,0,10,10,10,79,255,255,255,243,255,10,10,8,0,72,8,0,10,0,79,255,235,243,128,79,235,79,10,7,8,71,0,10,10,27,10,41,47,10,60,255,255,255,255,10,0,79,7,42,22,42,79,10,42,50,0,255,235,255,0,0,0,79,13,0,0,0,4,255,235,70,10,235,0,180,6,0,0,8,10,0,0,0,63,34,128,245,255,250,26,79,9,0,0,0,0,0,0,0,0,0,0,20,235,255,36,255,155,6,0,0,3,0,0,0,0,0,0,0,0,121,0,254,19,0,15,0,0,0,0,0,0,0,0,0,0,9,4,10,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,5,9,0
C,0,0,0,9,10,10,10,10,13,10,10,51,10,10,61,10,0,0,1,10,0,79,10,10,10,10,9,10,10,10,44,7,0,0,0,0,10,10,10,10,0,12,10,10,10,84,185,0,0,0,10,0,0,10,79,0,10,79,10,10,3,6,79,10,0,0,0,10,79,10,79,79,79,79,10,10,0,10,10,10,5,10,46,0,79,114,244,183,244,79,33,8,10,0,10,6,0,0,10,10,27,235,255,235,158,255,189,7,6,7,10,10,0,0,76,10,79,10,79,10,79,255,255,0,10,0,79,10,1,10,72,79,69,145,10,10,10,255,0,0,0,0,10,79,4,10,29,10,10,249,224,128,235,235,8,7,0,0,7,27,9,0,5,0,0,5,241,128,235,235,0,0,8,0,0,0,7,0,0,0,0,0,0,139,255,255,159,5,140,0,0,7,0,0,0,0,0,0,0,0,6,195,255,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,150,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0
C,0,0,0,0,10,79,10,79,79,10,255,10,10,10,42,0,0,4,4,45,4,10,10,10,10,10,10,56,10,4,49,10,0,0,0,10,0,10,10,10,52,10,10,10,10,0,79,79,0,0,0,10,7,10,79,255,10,56,79,10,10,79,79,10,0,0,10,3,47,255,255,255,139,79,79,10,0,0,79,79,0,0,10,10,255,236,235,235,248,255,10,40,10,0,0,10,10,2,0,10,61,10,79,79,246,255,134,155,169,0,0,10,23,36,66,79,79,10,10,7,248,255,255,33,10,10,0,77,8,49,10,66,239,255,10,10,79,215,0,0,9,0,0,21,0,4,3,1,119,235,235,238,249,255,6,224,0,79,0,9,0,1,3,10,0,7,235,79,228,255,0,0,0,0,0,10,0,0,0,0,0,0,3,241,45,255,0,3,0,25,0,0,0,0,0,0,7,0,0,0,0,235,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,6,0,0,0
C,0,0,0,7,0,10,58,10,10,7,10,79,10,38,7,79,0,0,0,0,10,10,10,79,10,10,10,10,54,10,255,4,0,0,0,0,0,10,10,0,10,10,53,79,10,0,10,59,0,0,0,9,10,79,70,10,10,9,79,10,18,0,11,79,0,0,0,0,10,240,202,255,255,10,19,10,10,0,10,79,0,0,10,0,71,248,79,204,0,79,10,42,10,0,10,10,0,13,4,9,88,53,217,255,189,235,72,46,10,0,0,79,0,0,43,79,10,10,10,79,79,79,71,47,0,0,10,10,0,0,10,0,79,10,10,10,233,255,0,10,1,0,0,79,10,10,53,10,235,235,145,245,252,79,0,63,0,0,0,0,0,0,0,4,0,195,191,211,235,243,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,6,9,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,195,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,6,6,0
C,0,0,0,2,0,10,10,10,79,10,10,10,10,10,10,0,0,0,0,0,0,13,10,10,10,10,10,79,10,0,79,10,0,0,0,0,10,10,10,62,10,10,10,10,10,8,79,10,0,0,0,10,59,24,79,27,79,10,69,59,10,3,79,33,0,0,0,8,10,79,240,235,178,10,10,75,1,9,214,10,0,3,0,9,68,243,240,240,50,79,10,10,8,0,43,79,0,59,10,14,240,79,74,235,255,255,222,252,71,0,10,10,3,0,0,0,8,63,79,10,240,235,0,7,0,10,0,10,10,10,10,10,79,79,79,79,255,211,15,0,0,222,5,10,1,10,0,0,235,240,225,240,250,225,0,0,0,10,0,62,0,0,0,10,0,240,102,235,235,79,0,0,0,0,0,10,0,5,10,0,0,0,10,0,0,191,0,18,0,9,0,8,0,0,0,0,0,0,10,4,8,0,0,5,6,10,0,0,0,0,0,0,5,0,0,6,0,0,11,0,4,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,176,6,4,0,0
C,0,0,0,0,0,10,79,79,1,79,10,10,10,10,0,10,0,0,0,7,10,2,7,28,10,20,1,36,6,97,11,0,0,0,0,10,10,10,66,10,10,79,10,11,10,19,79,10,0,6,0,79,10,10,10,10,10,79,10,1,79,10,79,0,0,10,0,0,75,10,255,255,79,79,10,10,47,0,249,10,10,0,0,38,79,255,255,79,233,255,10,10,10,0,22,0,0,7,0,10,250,79,69,161,255,40,79,10,7,0,253,10,0,4,10,0,10,0,79,10,255,203,255,10,21,0,79,7,0,10,38,79,10,10,79,10,255,79,0,79,10,3,10,0,0,10,0,10,255,249,200,50,235,255,79,0,0,0,0,9,0,10,7,0,0,251,235,251,238,239,235,0,0,0,0,0,0,0,7,0,0,2,1,0,0,0,255,0,0,0,0,10,0,0,0,0,0,0,9,0,1,0,75,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,9,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,4,26,0
C,0,0,2,7,10,10,10,10,10,10,10,10,10,79,10,75,0,0,0,9,10,10,79,10,10,10,79,7,10,47,10,0,0,0,10,0,10,57,10,11,57,31,10,10,10,10,70,9,0,0,10,6,79,10,79,11,10,10,79,10,10,10,79,0,8,0,0,0,10,35,255,255,79,10,10,0,10,0,63,2,0,0,10,45,75,255,235,235,253,79,10,0,79,1,51,10,10,0,15,10,235,255,128,235,235,235,79,10,7,0,51,79,10,79,0,0,10,10,10,235,235,255,235,0,2,0,0,10,79,3,5,0,28,10,10,10,235,255,0,10,10,0,0,10,7,0,6,7,235,200,10,79,251,235,235,9,0,0,0,10,2,0,0,9,2,235,235,235,255,235,235,0,0,63,0,4,2,0,0,3,0,8,16,246,244,79,245,143,12,0,0,79,0,4,0,0,0,1,0,131,9,2,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,189,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0
C,0,0,0,0,10,16,10,10,1,79,10,79,10,7,10,10,0,0,10,10,10,10,10,10,10,10,79,10,0,10,0,3,7,0,10,0,46,79,79,42,255,10,5,10,7,255,79,5,0,0,10,10,0,79,255,255,194,139,10,0,10,139,79,10,0,79,67,10,10,79,255,255,255,255,227,0,0,10,68,0,0,10,10,0,10,79,10,10,235,128,79,0,10,0,79,0,79,17,10,64,0,10,79,25,10,79,235,255,0,0,79,10,0,10,0,79,10,235,79,6,10,79,94,183,10,0,10,10,10,79,10,79,6,79,235,255,183,235,79,0,0,11,10,10,0,7,10,0,10,10,255,235,255,216,255,0,0,0,10,64,0,0,0,0,10,0,10,235,255,235,255,26,0,0,0,10,0,0,0,0,8,0,0,8,2,37,235,26,4,0,0,0,0,0,0,0,0,0,0,0,0,0,242,128,2,0,0,7,0,0,0,7,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,6,43,0
C,0,10,7,10,10,10,10,10,10,75,10,10,53,10,18,27,0,0,10,7,10,8,10,10,79,79,4,10,10,10,10,10,10,0,1,0,10,10,79,10,55,79,10,10,10,15,15,10,2,0,0,29,10,73,10,79,246,10,79,67,0,79,62,10,4,79,10,10,79,79,79,255,255,255,79,10,8,79,10,10,0,68,10,75,10,0,255,238,235,255,255,255,7,10,79,0,10,10,8,9,10,72,10,7,0,237,255,235,0,0,2,0,12,79,7,79,12,79,10,10,54,233,235,0,10,0,79,7,0,0,10,12,35,255,235,12,10,255,223,21,100,0,79,79,0,10,10,10,0,11,255,128,155,255,79,19,235,6,16,0,10,10,10,49,0,0,79,235,255,237,255,19,1,6,0,0,0,0,0,0,0,0,10,0,235,0,235,0,6,7,0,0,0,0,0,0,3,2,0,0,0,28,189,29,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,247,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,6,0,0,0,0,0,0,0,0,0,0,7,1,0,0,5,6,5,0
C,0,0,0,10,10,10,0,10,10,54,79,21,10,8,0,2,0,0,10,0,68,0,79,10,10,79,78,16,10,8,79,10,0,0,0,10,10,10,75,10,7,10,79,20,79,44,10,10,0,2,0,65,57,10,10,134,79,10,10,10,25,0,10,10,0,0,69,55,10,202,255,255,255,79,10,10,10,0,79,0,0,75,74,10,0,236,235,255,79,250,79,0,0,0,79,79,0,10,58,35,15,39,0,10,255,239,79,0,52,0,79,72,0,22,37,10,21,10,10,10,79,235,0,0,0,6,79,23,77,79,79,7,79,235,79,10,253,216,0,79,15,0,0,74,6,0,3,7,10,235,235,235,255,222,0,0,3,46,0,79,10,10,7,10,10,10,250,254,255,255,0,0,0,10,0,68,0,0,0,0,0,0,10,205,235,255,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,247,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,9,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,11,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,8,0,0
C,0,0,0,0,10,10,10,10,79,10,10,55,10,10,15,79,0,0,0,0,7,10,10,10,16,79,58,10,10,10,10,0,0,0,0,0,10,10,10,79,75,79,73,10,70,106,10,79,0,0,0,61,10,66,241,10,36,10,10,10,67,79,10,79,0,0,7,0,11,235,255,253,255,10,74,10,10,238,0,79,0,0,0,0,24,255,239,235,255,79,7,10,10,0,0,90,0,10,0,10,172,10,40,185,255,255,46,10,3,9,0,79,0,2,10,79,68,10,67,79,236,48,79,7,5,7,0,20,10,12,10,10,238,68,10,10,254,0,79,0,0,79,2,0,0,0,0,10,235,128,255,255,235,9,79,5,0,0,64,0,0,10,7,1,0,10,216,235,255,0,0,0,2,0,1,0,0,0,0,0,0,0,6,235,237,173,4,0,0,0,26,0,0,0,0,0,0,0,0,0,17,113,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,5,4,0,0
C,0,0,0,10,1,10,14,10,10,13,10,51,14,203,8,0,0,0,6,0,0,10,79,10,9,10,79,7,10,79,79,10,0,0,5,10,9,0,10,10,79,79,10,10,10,3,57,0,0,0,0,9,40,103,255,255,243,178,10,10,10,10,10,0,0,0,0,34,249,255,244,255,255,255,79,40,23,0,79,8,7,44,57,10,243,217,79,255,255,255,79,10,57,0,79,79,0,0,10,0,10,0,79,10,255,242,255,10,40,0,23,10,10,0,10,10,79,10,79,0,255,255,180,0,0,0,2,79,75,2,10,42,42,79,62,9,254,235,249,0,12,0,0,10,9,0,0,36,236,235,112,23,235,79,198,0,0,0,0,0,0,10,0,38,6,79,202,255,241,235,255,8,36,7,0,0,0,23,0,10,0,15,10,0,0,107,134,0,0,3,0,0,0,0,0,0,0,0,9,0,0,19,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,217,9,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,6,0,0
C,0,0,0,7,0,79,10,10,79,10,16,10,10,10,10,79,0,0,0,0,10,10,10,29,10,29,10,0,10,0,10,2,0,0,7,0,0,10,79,10,10,10,0,10,10,0,161,79,0,0,10,10,10,52,10,8,55,55,79,34,79,10,79,10,0,7,79,10,6,0,235,238,10,79,10,79,7,0,10,79,0,2,0,7,77,79,235,255,255,77,0,79,0,0,0,79,10,0,10,10,79,79,10,255,255,255,10,255,255,0,10,10,38,10,10,6,51,79,51,79,255,150,79,7,0,0,0,79,10,10,0,10,10,10,79,10,235,10,183,7,0,0,0,79,0,0,0,0,64,25,10,10,255,0,79,9,0,0,0,79,0,0,10,10,0,255,255,235,255,0,0,0,0,6,0,0,0,0,0,0,0,7,45,235,218,252,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,235,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,19,6,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
C,0,0,0,0,7,10,10,79,10,10,10,10,10,10,10,62,0,0,0,0,2,71,10,16,10,10,10,10,0,0,79,10,0,0,0,0,7,79,9,26,79,22,79,79,79,0,79,79,0,3,0,10,10,10,14,59,27,10,27,10,8,0,23,17,0,0,0,9,3,27,251,243,79,10,79,10,10,7,1,79,0,4,2,25,10,252,235,255,79,10,79,10,10,79,0,31,10,2,0,0,194,235,255,251,211,123,0,10,13,10,0,10,3,0,0,70,10,10,79,249,255,79,71,7,0,9,0,38,9,0,0,8,10,10,10,0,235,191,79,10,10,0,0,79,0,0,10,10,0,0,79,10,235,0,79,0,0,5,0,0,0,0,0,0,1,235,235,255,79,0,0,4,0,3,0,0,0,0,0,9,0,0,128,235,255,191,7,3,0,68,0,0,0,0,0,0,3,0,0,7,0,239,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,7,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,178,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,4,0
C,0,0,0,0,10,10,10,10,10,10,76,10,10,8,70,10,0,0,0,10,0,10,10,10,0,79,10,10,10,0,10,0,0,0,0,10,0,17,10,10,79,10,79,10,10,0,7,10,0,0,0,0,10,79,6,79,10,10,10,10,36,10,255,79,2,4,0,10,79,13,79,63,10,10,79,10,10,10,10,79,76,11,0,10,79,79,235,255,76,79,10,10,1,0,0,10,1,0,10,1,10,141,240,235,137,79,10,10,131,9,0,70,0,0,53,0,0,0,53,79,255,79,0,7,0,10,0,10,0,10,0,36,0,10,10,10,235,255,10,0,0,36,0,0,0,8,7,0,10,79,10,10,255,6,255,10,0,0,0,10,0,0,10,0,0,128,235,235,255,0,0,0,0,43,0,4,0,0,0,7,0,0,10,168,235,255,9,10,0,5,0,0,0,0,0,0,0,0,0,0,6,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0
C,0,0,0,0,6,1,0,10,10,10,8,10,29,10,9,174,0,0,0,0,6,10,10,10,10,29,37,10,79,0,207,0,0,0,0,9,0,79,23,58,10,10,10,31,10,0,79,58,2,0,0,0,10,10,79,4,10,10,10,8,0,0,10,10,0,10,0,10,0,10,10,10,55,18,10,10,10,0,0,10,0,7,17,5,10,215,255,235,66,10,79,10,0,79,1,79,0,10,79,0,235,235,241,255,189,255,10,8,9,0,0,79,0,0,10,10,10,10,49,242,255,79,0,10,2,0,0,10,28,0,14,0,0,10,0,5,244,88,10,0,9,0,0,79,6,9,0,0,0,10,1,18,235,0,255,7,0,0,0,0,0,10,0,10,235,235,235,235,235,3,0,0,0,0,0,0,0,0,0,0,0,79,235,128,249,141,4,0,0,10,9,0,0,0,0,0,0,0,0,45,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,135,1
C,0,0,0,0,10,8,0,31,14,79,79,72,10,10,10,0,0,0,7,0,79,10,10,10,66,10,60,79,10,49,79,168,0,0,0,0,0,7,42,79,54,10,10,10,9,0,156,46,0,0,0,55,10,10,55,41,10,10,59,10,10,7,79,10,0,0,5,10,77,10,255,134,79,10,79,79,10,7,0,79,10,0,10,0,77,255,255,255,200,7,10,7,0,0,0,0,0,0,10,10,235,255,255,235,200,239,17,23,10,10,0,56,0,10,0,79,0,51,10,183,128,244,250,10,0,0,0,10,4,10,7,10,10,56,10,10,251,235,79,0,10,7,0,10,10,2,0,10,10,10,10,31,239,79,0,0,6,8,0,10,0,0,10,0,235,235,10,241,199,235,0,8,0,0,0,0,0,0,0,1,56,235,128,235,252,79,19,0,0,3,0,0,0,0,0,0,0,0,5,26,0,0,128,9,0,0,4,0,0,0,0,0,0,0,0,0,1,0,175,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0
